property_id,city,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status
PROP201464,Poona,Sector 62,Studio,1,1,921,1985,Yes,Furnished,26.570321,78.450077,12303100,Under Offer
PROP201465,Nodia,Satellite,Apartment,2,3,1367,2009,Yes,Semi-Furnished,25.56818,88.213296,11509580,Withdrawn
PROP201466,Surrat,Andheri,Penthouse,1,2,1084,1985,Covered,Furnished,27.221995,85.651046,14522458,Withdrawn
PROP201467,Mumbaai,Malviya Nagar,Row House,4,1,1206,2007,Street,Furnished,25.029976,85.048377,9272849,Active
PROP201468,Gurugram,Satellite,Row House,2,3,1336,2014,Yes,Semi-Furnished,15.657789,79.685084,1500000,Active
PROP201469,Noida,T Nagar,Penthouse,4,3,1998,2024,Street,Unfurnished,17.311246,80.757354,14774326,Withdrawn
PROP201470,Noida,Kothrud,Penthouse,1,2,1067,2004,Street,Unfurnished,28.492772,77.57412,7362551,Under Offer
PROP201471,Dehli,DLF Phase 3,Studio,2,2,1807,2012,No,Furnished,23.489732,75.656741,9752307,Under Offer
PROP201472,Chennnai,Salt Lake,Studio,3,2,884,2017,Street,Furnished,18.859991,77.209088,5548416,Withdrawn
PROP201473,New Delhi,Malviya Nagar,Apartment,2,2,1309,2020,No,Semi-Furnished,15.185111,74.464211,7617708,Active
PROP201474,Kalkata,Andheri,Studio,2,1,1452,2014,No,Unfurnished,22.869844,77.144626,13414398,Under Offer
PROP201475,Chennnai,Satellite,Penthouse,2,3,1318,1989,Street,Unfurnished,14.512503,87.114592,2335907,Withdrawn
PROP201476,Gurugrm,Malviya Nagar,Studio,4,2,405,1992,Yes,Unfurnished,17.410493,82.28028,5464653,Sold
PROP201477,Pune,DLF Phase 3,Studio,2,1,1106,1981,Yes,Unfurnished,20.472877,83.62007,8903983,Under Offer
PROP201478,Bengaluru,T Nagar,Apartment,3,2,662,2014,Yes,Unfurnished,19.159705,84.654244,4536162,Under Offer
PROP201479,Noida,T Nagar,Studio,3,1,1336,2021,Yes,Furnished,21.13124,72.826657,6085046,Active
PROP201480,Kolkata,Indiranagar,Row House,4,2,1258,1984,Street,Unfurnished,18.384645,82.371817,6396786,Active
PROP201481,Chennai,Banjara Hills,Row House,2,1,918,2010,Street,Semi-Furnished,27.013325,86.799061,4532758,Under Offer
PROP201482,Surat,T Nagar,Villa,1,2,1715,1981,No,Furnished,18.089575,80.882679,15845298,Active
PROP201483,Gurugrm,Salt Lake,Penthouse,1,2,1608,2008,Yes,Unfurnished,16.535475,76.07876,8546607,Sold
PROP201484,Delhi,Kothrud,Villa,4,1,1033,1993,Covered,Furnished,17.161715,85.420783,6013815,Active
PROP201485,Hydrabad,Sector 62,Villa,4,2,2426,1984,Yes,Unfurnished,27.128363,74.581761,11801313,Under Offer
PROP201486,Noida,T Nagar,Villa,2,1,1271,1984,Street,Semi-Furnished,25.774326,85.964839,5833467,Withdrawn
PROP201487,Hyderbad,Althan,Row House,1,2,1727,2002,Yes,Unfurnished,28.271666,78.737813,8128368,Sold
PROP201488,Mumbay,Indiranagar,Apartment,3,1,1123,1980,Covered,Furnished,20.870243,87.673285,13668074,Active
PROP201489,Ahemdabad,Andheri,Studio,2,2,575,1984,Covered,Semi-Furnished,24.471335,82.853958,7306902,Sold
PROP201490,Mumbaai,Banjara Hills,Row House,2,1,1756,2012,Covered,Unfurnished,22.323472,83.028279,7496577,Sold
PROP201491,Ahmedabad,Andheri,Row House,5,,1487,,Yes,Unfurnished,16.023488,82.453557,17462823,Withdrawn
PROP201492,Chennai,Salt Lake,Apartment,2,1,394,1990,No,Furnished,13.799993,75.35167,9936577,Active
PROP201493,Delhi,Indiranagar,Studio,1,1,1279,2005,Street,Furnished,25.222612,79.752444,1781208,Sold
PROP201494,Ahemdabad,Althan,Plot,1,2,1195,2009,Covered,Semi-Furnished,24.261747,76.461129,11426660,Sold
PROP201495,Chennai,Sector 62,Row House,4,1,1539,1993,Street,Semi-Furnished,21.409493,74.67765,12314386,Sold
PROP201496,Gurugrm,Sector 62,Studio,2,1,1360,2014,Covered,Semi-Furnished,20.227011,72.5298,3098308,Sold
PROP201497,New Delhi,Salt Lake,Penthouse,1,,1344,2021,Street,Unfurnished,16.698638,83.180322,6746138,Withdrawn
PROP201498,New Delhi,Malviya Nagar,Villa,2,3,1839,2000,Street,Furnished,22.130316,72.837598,8982767,Sold
PROP201499,Ahmedabad,T Nagar,Plot,3,1,929,1992,Covered,Furnished,15.539878,74.413292,9426878,Sold
PROP201500,Jaipur,Malviya Nagar,Penthouse,2,3,1064,1996,Street,Unfurnished,18.985553,86.052169,10478399,Under Offer
PROP201501,Dehli,Andheri,Studio,1,2,1084,1981,No,Unfurnished,16.433381,83.895318,10136774,Sold
PROP201502,Ahemdabad,Malviya Nagar,Row House,2,1,1322,1999,Street,Unfurnished,26.177425,74.978475,2947763,Under Offer
PROP201503,Gurugrm,Andheri,Villa,3,2,1106,2023,No,Unfurnished,23.634621,87.230169,10520674,Under Offer
PROP201504,Hyderbad,Indiranagar,Studio,4,1,1091,1988,Yes,Unfurnished,16.679824,75.891269,3642148,Withdrawn
PROP201505,Jaipur,Andheri,Plot,1,2,851,1999,No,Furnished,19.511387,80.89243,14094030,Withdrawn
PROP201506,Noida,Satellite,Plot,1,1,868,1988,Covered,Unfurnished,17.43831,79.094611,8980226,Sold
PROP201507,Gurgaon,T Nagar,Row House,2,1,1320,1993,No,Unfurnished,18.269025,78.19607,8116052,Under Offer
PROP201508,Dehli,Kothrud,Villa,2,1,941,2014,Covered,Semi-Furnished,13.504703,77.398027,12901141,Sold
PROP201509,Chennai,Andheri,Villa,3,2,1206,2008,Yes,Unfurnished,18.340295,75.655567,8760172,Withdrawn
PROP201510,Bangalore,Sector 62,Apartment,3,1,1661,2017,Yes,Semi-Furnished,14.696259,83.242276,15607494,Withdrawn
PROP201511,Jaipur,Satellite,Penthouse,3,2,1436,2014,No,Unfurnished,28.611486,83.553829,9093381,Under Offer
PROP201512,Noida,T Nagar,Studio,2,2,1719,2012,Yes,Unfurnished,14.775782,74.410548,6290352,Withdrawn
PROP201513,Surat,Malviya Nagar,Apartment,1,1,437,2024,Yes,Semi-Furnished,17.998572,76.331691,8810654,Under Offer
PROP201514,Pune,Andheri,Apartment,2,3,943,1982,Covered,Unfurnished,15.67149,76.31674,3853437,Sold
PROP201515,Jaypur,Sector 62,Row House,1,2,1078,2006,No,Semi-Furnished,13.52864,85.689755,15206203,Active
PROP201516,Surrat,DLF Phase 3,Villa,2,2,1293,1996,Street,Unfurnished,26.000975,83.544068,3386501,Sold
PROP201517,Mumbay,Indiranagar,Row House,3,3,1254,2016,Street,Furnished,16.337259,88.175723,9476624,Active
PROP201518,Surat,DLF Phase 3,Villa,3,3,961,2005,Street,Unfurnished,26.501629,87.842351,6822305,Sold
PROP201519,Punna,Andheri,Studio,2,1,1483,2009,Covered,Furnished,16.399848,80.330465,10825260,Sold
PROP201520,Surrat,Sector 62,Row House,3,2,1364,2013,Yes,Semi-Furnished,26.159525,75.675475,8484224,Sold
PROP201521,Nodia,Sector 62,Penthouse,3,2,735,1995,Covered,Furnished,26.997834,87.349085,13222782,Sold
PROP201522,Dehli,Sector 62,Studio,2,2,1416,1993,Street,Semi-Furnished,26.103185,81.486363,8876247,Withdrawn
PROP201523,Ahmedabad,Malviya Nagar,Villa,2,1,724,1990,No,Unfurnished,22.63762,74.514522,9635906,Sold
PROP201524,Gurgaon,Sector 62,Apartment,2,2,2008,2020,Yes,Unfurnished,15.662689,73.091547,6989949,Under Offer
PROP201525,Gurugrm,Kothrud,Row House,3,1,1123,1981,Covered,Furnished,22.521391,81.611954,10073135,Sold
PROP201526,Hyderbad,Indiranagar,Villa,4,1,1212,2018,Street,Furnished,19.318609,86.535471,9636832,Under Offer
PROP201527,Surrat,Salt Lake,Plot,1,1,1616,1986,No,Semi-Furnished,16.238188,75.217127,5240064,Withdrawn
PROP201528,New Delhi,Malviya Nagar,Plot,4,2,832,2002,Covered,Furnished,15.561854,87.85016,12739968,Sold
PROP201529,Mumbay,Kothrud,Penthouse,3,1,506,1980,No,Unfurnished,19.645952,87.533765,9216638,Sold
PROP201530,Hydrabad,T Nagar,Apartment,2,1,1014,2019,Street,Semi-Furnished,27.319583,72.513837,4021863,Active
PROP201531,Gurugram,Malviya Nagar,Villa,,3,1843,1992,Covered,Semi-Furnished,16.37108,81.428489,10214320,Withdrawn
PROP201532,Chennnai,Andheri,Villa,1,3,1545,2012,Yes,Furnished,19.911852,82.59982,8406492,Under Offer
PROP201533,Jaipur,Salt Lake,Plot,3,2,737,1995,Street,Semi-Furnished,26.475496,76.786287,4488115,Under Offer
PROP201534,Delhi,Salt Lake,Row House,2,2,932,2023,No,Furnished,18.832598,73.119423,10664344,Under Offer
PROP201535,Dehli,Sector 62,Row House,2,4,1762,1990,No,Furnished,18.88095,78.118595,7696962,Active
PROP201536,Kalkata,Indiranagar,Plot,3,3,2052,2019,Street,Unfurnished,21.663676,83.400511,9532630,Withdrawn
PROP201537,New Delhi,Salt Lake,Villa,2,2,731,1992,No,Unfurnished,20.42284,85.765716,5828557,Sold
PROP201538,Chennai,Banjara Hills,Villa,2,1,1114,2016,Street,Unfurnished,21.339375,73.079817,12078183,Sold
PROP201539,Mumbaai,Sector 62,Penthouse,3,2,1195,1998,Street,Semi-Furnished,12.948891,77.522821,12849907,Withdrawn
PROP201540,Dehli,DLF Phase 3,Row House,3,1,413,,Street,Furnished,24.210166,82.202939,4731995,Withdrawn
PROP201541,Mumbaai,Kothrud,Studio,4,1,1447,1991,Yes,Unfurnished,16.983414,78.02795,12873722,Active
PROP201542,Mumbai,Kothrud,Studio,4,2,1570,2015,Yes,Unfurnished,17.064421,77.02327,6866696,Withdrawn
PROP201543,Ahemdabad,Salt Lake,Villa,3,2,1331,1992,No,Furnished,17.293383,82.197769,6876072,Active
PROP201544,Bengaluru,Kothrud,Villa,4,2,898,2023,Street,Furnished,14.759391,86.739961,13678140,Active
PROP201545,Bengaluru,Andheri,Apartment,1,2,1169,2012,Yes,Furnished,25.11739,87.830873,10547507,Active
PROP201546,Noida,Banjara Hills,Studio,4,2,1451,1987,No,Furnished,17.312588,73.582595,7498788,Sold
PROP201547,Jaypur,Kothrud,Studio,1,2,1009,1983,Yes,Furnished,13.00945,80.820032,5822218,Sold
PROP201548,Ahemdabad,T Nagar,Row House,3,1,1058,1989,Street,Unfurnished,20.358517,86.651794,12631655,Active
PROP201549,New Delhi,Kothrud,Plot,2,1,1122,1981,Covered,Furnished,22.857839,85.507597,8995470,Withdrawn
PROP201550,Poona,Sector 62,Studio,2,2,1661,1998,Street,Semi-Furnished,18.557757,83.554913,6693291,Withdrawn
PROP201551,Kolkata,Althan,Plot,3,,1808,2008,No,Furnished,23.635626,86.737811,7133825,Active
PROP201552,Jaipur,Satellite,Row House,3,3,1524,1981,No,Semi-Furnished,16.759918,84.753036,8142079,Withdrawn
PROP201553,Kolkata,Kothrud,Row House,1,1,1212,1982,No,Semi-Furnished,28.655249,78.600743,14838707,Sold
PROP201554,Nodia,T Nagar,Penthouse,3,2,1377,1999,Yes,Unfurnished,26.660677,75.709886,8584861,Sold
PROP201555,Surrat,Salt Lake,Studio,2,3,1376,1982,Covered,Unfurnished,14.816793,78.279073,7173587,Active
PROP201556,Surat,Sector 62,Plot,3,3,861,2008,No,Semi-Furnished,13.539459,84.217665,13181541,Withdrawn
PROP201557,Chennai,Althan,Apartment,,3,1766,2008,Street,Unfurnished,18.235567,88.138691,1996053,Active
PROP201558,Ahmedabad,Indiranagar,Penthouse,2,2,930,1997,Street,Semi-Furnished,25.08351,78.292741,9744743,Sold
PROP201559,Bengaluru,Malviya Nagar,Penthouse,2,2,1290,1981,Street,Unfurnished,24.731127,80.017362,12793009,Under Offer
PROP201560,Jaypur,DLF Phase 3,Studio,1,2,785,2015,Yes,Semi-Furnished,24.217096,81.404196,9987836,Under Offer
PROP201561,Kalkata,Malviya Nagar,Row House,4,1,982,2009,Street,Semi-Furnished,18.579042,75.672094,5911455,Withdrawn
PROP201562,Gurugram,Indiranagar,Penthouse,1,2,1601,2023,Covered,Furnished,15.74768,88.324924,9059180,Withdrawn
PROP201563,Noida,Indiranagar,Apartment,1,,982,1984,Yes,Semi-Furnished,22.146772,86.38853,13368469,Active
PROP201564,Surrat,Salt Lake,Villa,2,3,597,1980,Street,Semi-Furnished,19.381243,81.179182,3115623,Sold
PROP201565,New Delhi,Indiranagar,Villa,1,1,254,1991,Street,Furnished,28.353437,79.780794,9443039,Withdrawn
PROP201566,Gurugrm,Satellite,Studio,4,2,779,1980,Yes,Unfurnished,23.3574,73.254986,11622929,Under Offer
PROP201567,Hyderabad,Malviya Nagar,Row House,3,1,933,2001,Covered,Semi-Furnished,27.172798,84.109463,1500000,Withdrawn
PROP201568,New Delhi,Indiranagar,Row House,,2,1185,1990,Yes,Unfurnished,25.018278,84.314358,2596716,Active
PROP201569,Chennnai,Indiranagar,Studio,2,3,680,1985,Street,Furnished,17.612731,76.736521,10932239,Sold
PROP201570,Gurugrm,DLF Phase 3,Row House,1,,1135,,No,Semi-Furnished,28.186095,86.995428,5723953,Sold
PROP201571,Surat,Andheri,Plot,1,1,847,1981,Covered,Semi-Furnished,16.805882,73.388603,8169385,Sold
PROP201572,Surrat,Satellite,Studio,1,2,1336,1992,No,Semi-Furnished,19.894633,73.479985,8973565,Sold
PROP201573,Punna,Kothrud,Studio,1,3,1202,1999,Covered,Unfurnished,18.416105,74.959708,7059808,Withdrawn
PROP201574,Calcutta,DLF Phase 3,Plot,3,3,887,2011,No,Unfurnished,26.805037,83.396928,6491407,Withdrawn
PROP201575,Mumbaai,DLF Phase 3,Villa,1,4,853,1987,Covered,Unfurnished,13.340679,77.498954,9175431,Withdrawn
PROP201576,Ahmedabad,DLF Phase 3,Row House,1,2,1110,2012,Street,Unfurnished,14.122518,81.081511,19029080,Withdrawn
PROP201577,Mumbaai,Indiranagar,Plot,2,2,1262,2018,Street,Unfurnished,22.8649,78.605481,4286565,Under Offer
PROP201578,Ahmedabad,Salt Lake,Penthouse,2,2,910,1982,Yes,Furnished,13.008114,82.755888,10804930,Sold
PROP201579,Calcutta,Andheri,Row House,2,3,1471,1996,Covered,Furnished,20.24943,84.699306,4107101,Active
PROP201580,Punna,T Nagar,Apartment,2,2,946,1993,Covered,Furnished,23.850996,85.590283,9790933,Sold
PROP201581,New Delhi,Salt Lake,Row House,1,2,701,2003,Street,Semi-Furnished,13.328134,81.591729,8663209,Withdrawn
PROP201582,Bengluru,Satellite,Apartment,2,1,1434,1990,No,Unfurnished,24.394431,83.924828,6831395,Withdrawn
PROP201583,Jaypur,Banjara Hills,Plot,1,1,609,2022,Yes,Furnished,16.066283,81.785048,6643134,Sold
PROP201584,Gurugrm,T Nagar,Plot,2,2,1827,2018,Covered,Unfurnished,16.62388,84.240824,12885253,Under Offer
PROP201585,Gurugrm,Kothrud,Apartment,1,3,1058,1981,No,Unfurnished,18.508665,81.537853,13902330,Active
PROP201586,Jaypur,T Nagar,Apartment,3,2,1130,2019,Yes,Unfurnished,18.31935,75.891513,10620119,Withdrawn
PROP201587,Chennai,Andheri,Studio,2,3,1956,2018,No,Semi-Furnished,25.22924,75.310005,7883940,Active
PROP201588,Punna,Kothrud,Plot,3,1,733,2010,Yes,Furnished,22.563168,86.770986,9482756,Sold
PROP201589,Ahemdabad,Banjara Hills,Studio,1,2,1702,2023,Street,Unfurnished,26.498333,73.975883,8928143,Sold
PROP201590,Chennai,Salt Lake,Row House,4,2,1270,1988,No,Unfurnished,25.850803,74.019327,6875937,Withdrawn
PROP201591,Nodia,Sector 62,Studio,2,2,1321,1981,Street,Unfurnished,14.891584,84.162906,12784660,Under Offer
PROP201592,Nodia,Kothrud,Apartment,5,2,1734,1989,Covered,Semi-Furnished,28.07912,82.455328,5549772,Under Offer
PROP201593,Hyderabad,Salt Lake,Penthouse,3,1,1928,,No,Semi-Furnished,13.973427,88.311606,11181075,Under Offer
PROP201594,Chennai,DLF Phase 3,Penthouse,1,2,1428,1984,Yes,Furnished,14.125545,75.074364,11718463,Withdrawn
PROP201595,Noida,Satellite,Villa,1,2,1414,1986,No,Unfurnished,25.98782,85.695112,6631346,Withdrawn
PROP201596,Ahmedabad,Satellite,Villa,2,1,1124,2015,Covered,Semi-Furnished,17.450652,79.600236,11509841,Active
PROP201597,Mumbay,Sector 62,Villa,2,,746,2002,Yes,Semi-Furnished,27.000327,76.507321,10945198,Withdrawn
PROP201598,Surat,Malviya Nagar,Studio,2,3,667,2010,Street,Furnished,20.093264,74.42543,9446096,Under Offer
PROP201599,Bengaluru,T Nagar,Studio,4,2,1627,1981,Covered,Furnished,17.880297,84.268965,6030531,Sold
PROP201600,Hyderabad,Satellite,Studio,2,2,1215,2014,Street,Semi-Furnished,21.627191,84.041694,3120303,Sold
PROP201601,Punna,Indiranagar,Plot,3,1,825,2021,Yes,Semi-Furnished,15.551075,75.387218,9642681,Under Offer
PROP201602,Nodia,Malviya Nagar,Villa,2,1,1088,2002,No,Unfurnished,15.356264,82.389342,8612128,Withdrawn
PROP201603,Delhi,T Nagar,Row House,2,3,1401,2000,Yes,Semi-Furnished,22.37722,79.648636,9274381,Withdrawn
PROP201604,Jaypur,Andheri,Row House,1,2,1089,2012,Street,Unfurnished,18.86907,82.532283,10452322,Withdrawn
PROP201605,Gurgaon,Banjara Hills,Penthouse,2,1,1353,1997,Covered,Furnished,25.718288,82.537648,4374286,Withdrawn
PROP201606,Gurugram,Satellite,Studio,3,2,1509,2017,Street,Unfurnished,13.106171,84.593547,11951844,Under Offer
PROP201607,Surat,T Nagar,Villa,2,1,1751,1982,Street,Furnished,21.376117,82.308913,10934175,Under Offer
PROP201608,Ahmedabad,DLF Phase 3,Plot,3,1,724,2016,No,Furnished,25.116614,80.184824,11310651,Active
PROP201609,Dehli,Althan,Apartment,2,2,1062,1984,Street,Furnished,18.581675,75.480545,8432623,Withdrawn
PROP201610,Noida,Banjara Hills,Plot,2,1,1277,1999,Street,Unfurnished,17.890555,77.869585,8778574,Under Offer
PROP201611,Bengaluru,DLF Phase 3,Penthouse,1,3,1234,1983,No,Semi-Furnished,20.635564,87.410504,1650000,Active
PROP201612,Kalkata,Banjara Hills,Penthouse,3,1,1468,1985,Street,Furnished,17.879164,81.676836,10004273,Sold
PROP201613,New Delhi,Banjara Hills,Plot,3,1,462,2024,Street,Unfurnished,15.183343,86.582111,9797032,Withdrawn
PROP201614,Bengluru,Banjara Hills,Villa,3,1,745,2011,Yes,Unfurnished,19.420353,78.755749,10301651,Under Offer
PROP201615,Calcutta,Satellite,Studio,3,2,1655,2003,Street,Furnished,27.743859,75.552046,10581645,Sold
PROP201616,Poona,T Nagar,Penthouse,2,2,1982,,Yes,Semi-Furnished,18.115738,80.07834,6123921,Sold
PROP201617,Surat,Indiranagar,Studio,4,2,1195,1984,Street,Semi-Furnished,13.532036,83.018754,9214321,Active
PROP201618,Bangalore,Kothrud,Row House,2,1,703,1990,Street,Furnished,14.592416,84.667708,9891630,Sold
PROP201619,Surat,Sector 62,Row House,3,1,507,1999,No,Furnished,24.428344,83.86515,4149643,Active
PROP201620,Ahemdabad,Malviya Nagar,Villa,2,1,1494,1999,Street,Furnished,14.685909,84.601582,11465941,Sold
PROP201621,Chennnai,Kothrud,Penthouse,5,2,1982,1989,Covered,Furnished,24.797525,78.290031,3429943,Withdrawn
PROP201622,Pune,T Nagar,Studio,2,2,1621,1994,No,Furnished,16.177541,86.178555,11282785,Under Offer
PROP201623,Jaypur,Kothrud,Apartment,2,1,1007,2018,Street,Semi-Furnished,24.225611,78.914572,4483037,Sold
PROP201624,Punna,Malviya Nagar,Row House,2,1,1414,2002,No,Furnished,21.111284,86.340357,4393972,Withdrawn
PROP201625,Dehli,Satellite,Plot,2,1,483,2005,Street,Semi-Furnished,16.802473,77.862679,9642613,Active
PROP201626,Nodia,Althan,Apartment,5,2,841,2014,No,Unfurnished,15.42338,77.332751,5450589,Under Offer
PROP201627,Ahemdabad,Satellite,Penthouse,3,3,1074,2015,No,Furnished,13.987064,86.943614,15684786,Sold
PROP201628,Mumbaai,Banjara Hills,Plot,2,3,872,,No,Semi-Furnished,24.253868,84.82096,16561752,Under Offer
PROP201629,Ahmedabad,Banjara Hills,Villa,5,2,530,2022,Street,Unfurnished,19.901704,81.156471,9815140,Sold
PROP201630,Surrat,Althan,Villa,3,3,1700,2001,Covered,Semi-Furnished,23.511429,77.81945,7489920,Under Offer
PROP201631,Gurgaon,Satellite,Villa,1,2,1471,2024,Covered,Unfurnished,27.969203,86.558105,7461432,Active
PROP201632,Noida,DLF Phase 3,Plot,1,3,579,,Street,Semi-Furnished,21.697896,77.721897,3196368,Withdrawn
PROP201633,Surat,DLF Phase 3,Plot,1,2,2245,1991,No,Furnished,23.681378,74.592945,12627884,Active
PROP201634,Mumbai,Indiranagar,Penthouse,4,2,1966,1996,Street,Semi-Furnished,27.929079,74.030292,11827395,Sold
PROP201635,Pune,Andheri,Villa,3,2,1264,1992,Covered,Semi-Furnished,13.284787,75.370569,8174248,Under Offer
PROP201636,New Delhi,Althan,Studio,4,1,1266,1997,Covered,Unfurnished,20.265745,80.502959,8493052,Under Offer
PROP201637,Bangalore,Salt Lake,Studio,1,2,457,2008,Street,Furnished,13.833498,87.088415,8692568,Under Offer
PROP201638,Surat,Malviya Nagar,Apartment,3,3,1751,1982,Street,Unfurnished,15.190768,74.266976,14177010,Active
PROP201639,Delhi,Kothrud,Plot,2,4,1074,1980,Covered,Unfurnished,27.999819,82.114839,14781396,Active
PROP201640,Noida,DLF Phase 3,Studio,1,2,1662,2003,Covered,Semi-Furnished,26.27322,75.615955,6311975,Withdrawn
PROP201641,Surat,Banjara Hills,Plot,2,1,1370,1995,No,Unfurnished,20.452996,72.917187,5218664,Under Offer
PROP201642,Bangalore,Kothrud,Penthouse,1,1,1151,1985,Street,Furnished,19.372921,78.666391,13039028,Under Offer
PROP201643,Calcutta,Banjara Hills,Row House,2,3,1037,1994,Yes,Semi-Furnished,27.876954,83.030514,7713500,Active
PROP201644,Chennai,Kothrud,Row House,1,2,526,2009,No,Semi-Furnished,16.327187,82.768394,4060714,Sold
PROP201645,Ahemdabad,Banjara Hills,Plot,2,2,1277,2017,Covered,Furnished,17.099327,83.144883,8683961,Active
PROP201646,Poona,Kothrud,Row House,2,2,1186,2023,Covered,Semi-Furnished,12.875262,82.243336,4275638,Under Offer
PROP201647,Dehli,T Nagar,Villa,2,2,921,1992,Yes,Furnished,25.273506,78.716712,11435474,Sold
PROP201648,Mumbaai,Althan,Villa,1,1,131,2017,No,Furnished,26.697494,74.164336,8079473,Sold
PROP201649,Jaipur,Salt Lake,Villa,3,2,644,1985,Street,Furnished,15.172903,83.333483,12915464,Withdrawn
PROP201650,Ahmedabad,Kothrud,Apartment,3,1,1300,1994,Yes,Semi-Furnished,15.840361,85.955794,6694875,Under Offer
PROP201651,Gurugram,Kothrud,Plot,1,1,1457,2012,Covered,Unfurnished,21.214811,77.584565,6861769,Active
PROP201652,Ahemdabad,Indiranagar,Penthouse,3,1,2063,2009,No,Furnished,20.880445,74.866125,12864720,Sold
PROP201653,Mumbaai,Kothrud,Plot,1,,697,2000,Street,Furnished,26.490629,74.391363,8867969,Active
PROP201654,Dehli,Salt Lake,Row House,1,2,873,1988,Yes,Semi-Furnished,16.954007,84.655144,10521313,Sold
PROP201655,Chennnai,DLF Phase 3,Studio,2,2,1289,1986,Yes,Semi-Furnished,28.43091,82.261422,5572100,Active
PROP201656,Ahmedabad,DLF Phase 3,Penthouse,4,1,1048,2016,No,Furnished,18.277265,84.361649,8420167,Withdrawn
PROP201657,Ahmedabad,T Nagar,Plot,2,1,646,2009,No,Furnished,12.898385,73.017178,10092058,Sold
PROP201658,Pune,Salt Lake,Row House,2,3,1514,1983,Street,Unfurnished,18.040173,75.527992,10728290,Under Offer
PROP201659,Gurugram,Indiranagar,Apartment,2,2,1529,1992,Street,Semi-Furnished,25.794798,75.377055,12023326,Under Offer
PROP201660,Jaypur,T Nagar,Villa,4,4,951,2008,Yes,Semi-Furnished,20.744691,74.798721,7361998,Withdrawn
PROP201661,Surat,Indiranagar,Row House,2,2,909,1989,Street,Furnished,25.847007,83.054138,11310302,Under Offer
PROP201662,Ahmedabad,Salt Lake,Studio,2,2,1887,2019,Covered,Furnished,23.550106,83.224336,12546218,Sold
PROP201663,Surat,Kothrud,Villa,2,2,1060,1983,No,Unfurnished,17.891104,82.723471,6905713,Sold
PROP201664,Bengaluru,Kothrud,Villa,2,2,541,1981,Street,Furnished,26.644914,74.810054,20974400,Active
PROP201665,Surat,T Nagar,Plot,2,3,1285,2000,Street,Unfurnished,24.580501,77.201002,3117296,Withdrawn
PROP201666,Pune,Malviya Nagar,Villa,1,2,254,,Yes,Semi-Furnished,27.433347,83.697632,6989689,Sold
PROP201667,Jaypur,Sector 62,Row House,2,1,1183,,Street,Semi-Furnished,18.631697,79.255795,1500000,Under Offer
