property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP201581,"Intercom, Play Area",5,Good,1772,B,53,48
PROP201582,"Gym, Lift, Parking, Play Area, Garden",31,Old,,F,71,38
PROP201583,"Lift, Power Backup, Wifi",,New,3225,A,96,45
PROP201584,"Pool, Intercom, Gym",39,Needs Renovation,2861,D,64,88
PROP201585,"Pool, Parking",21,New,819,A,40,96
PROP201586,"Parking, Security, Gym",23,New,1240,E,67,83
PROP201587,"Gym, Intercom, Play Area, Garden",34,Good,1559,F,96,40
PROP201588,"Gym, Power Backup, Wifi",13,Needs Renovation,2684,B,51,48
PROP201589,"Security, Play Area, Club House, Lift, Intercom",36,Old,1508,C,83,57
PROP201590,"Club House, Lift",37,Good,3916,D,79,98
PROP201591,"Gym, Play Area, Parking",1,Good,,C,71,37
PROP201592,"Gym, Lift, Parking, Wifi, Power Backup",23,Good,3495,A,44,90
PROP201593,"Club House, Power Backup, Pool, Intercom",1,Old,1309,E,50,58
PROP201594,"Wifi, Lift, Intercom",16,Good,617,A,51,89
PROP201595,"CCTV, Parking, Lift, Gym",18,Needs Renovation,4199,A,45,93
PROP201596,"Club House, Wifi, Play Area, Gym, Pool",8,Old,,B,47,49
PROP201597,"Play Area, Pool, Lift, Gym",38,Old,3396,D,60,96
PROP201598,"Garden, CCTV",20,New,2009,D,51,67
PROP201599,"Play Area, Parking, Intercom, Club House",14,Old,3391,B,59,90
PROP201600,"Parking, CCTV, Garden, Gym",23,Good,1409,F,67,65
PROP201601,"Club House, CCTV",36,Old,135,A,92,91
PROP201602,"Intercom, Security, Power Backup, Garden, Gym",4,Good,2894,E,54,77
PROP201603,"Play Area, Intercom, CCTV, Club House",19,Good,2416,A,83,95
PROP201604,"Pool, Gym, Power Backup",22,Needs Renovation,1811,B,54,70
PROP201605,"Gym, Power Backup",32,New,,F,56,42
PROP201606,"Lift, Club House",18,New,1979,C,56,63
PROP201607,"Wifi, Power Backup",16,New,0,C,57,36
PROP201608,"Garden, CCTV, Security",21,Needs Renovation,3464,A,60,30
PROP201609,"Club House, Lift, Parking, Wifi, Intercom",16,Good,2164,E,95,37
PROP201610,"Security, Lift, Garden, Power Backup, Parking",19,Needs Renovation,1654,A,,98
PROP201611,"Pool, Gym, Wifi",31,Old,0,C,71,93
PROP201612,"Parking, CCTV, Gym, Play Area, Security",15,Needs Renovation,2579,F,92,87
PROP201613,"Wifi, Intercom",10,Good,271,F,84,42
PROP201614,"Lift, Gym, Security, Play Area, CCTV",18,New,2890,E,79,67
PROP201615,"Security, Parking, Lift",6,Old,2655,F,79,90
PROP201616,"Garden, Lift, Pool",39,Old,2822,F,59,64
PROP201617,"Play Area, CCTV, Lift, Power Backup, Parking",34,Old,1472,F,74,53
PROP201618,"Wifi, CCTV, Gym, Security",2,Good,,F,41,75
PROP201619,"Gym, Lift, Garden, CCTV",4,New,2617,A,71,83
PROP201620,"Intercom, Play Area",19,Needs Renovation,3040,A,93,36
PROP201621,"CCTV, Pool, Gym",26,Old,2802,E,91,84
PROP201622,"Garden, Lift, Gym, Pool, Power Backup",30,Needs Renovation,2420,E,42,59
PROP201623,"Lift, Power Backup",7,Old,4408,B,94,35
PROP201624,"Gym, Club House, Play Area",26,New,107,E,82,74
PROP201625,"Security, Play Area, Parking, Wifi, Garden",20,Old,2655,B,,35
PROP201626,"Power Backup, Intercom",16,Good,2861,F,64,37
PROP201627,"Club House, Play Area, CCTV, Pool",6,Needs Renovation,2771,C,89,31
PROP201628,"CCTV, Lift, Parking, Garden",20,Needs Renovation,,B,52,83
PROP201629,"Garden, Pool, Power Backup",24,Needs Renovation,1245,F,45,52
PROP201630,"Intercom, Play Area",1,Good,2031,A,88,43
PROP201631,"Garden, Club House, Security, Parking",19,Needs Renovation,3492,C,86,34
PROP201632,"Pool, Gym, Wifi",,Needs Renovation,,F,,43
PROP201633,"Intercom, Club House, Pool, Power Backup, Lift",17,New,4206,B,78,85
PROP201634,"Club House, Intercom",11,Good,621,A,74,34
PROP201635,"Pool, Security, Club House, CCTV",36,Old,4639,C,75,62
PROP201636,"Play Area, Wifi",4,Good,2459,D,97,38
PROP201637,"Gym, Play Area, Pool, Wifi, Security",22,New,2942,F,94,43
PROP201638,"Club House, CCTV",23,Needs Renovation,2556,C,87,63
PROP201639,"Intercom, Parking, Garden, Play Area, Power Backup",4,New,4388,F,54,
PROP201640,"Wifi, Play Area, CCTV",16,Good,3425,C,80,82
PROP201641,"Pool, Intercom, Lift",2,New,5289,E,43,82
PROP201642,"Pool, Club House",13,Good,2674,D,76,83
PROP201643,"Garden, Security",,Old,2667,B,54,85
PROP201644,"Wifi, Power Backup",7,Old,,A,83,63
PROP201645,"Pool, Lift, Security, Power Backup",34,Needs Renovation,1713,A,58,55
PROP201646,"Power Backup, Wifi",0,Good,5317,D,87,31
PROP201647,"Club House, Wifi, CCTV, Pool",27,Good,2508,E,73,68
PROP201648,"Gym, Parking",31,Good,3053,E,75,88
PROP201649,"Club House, Lift, Garden, Parking, CCTV",27,Needs Renovation,1166,F,66,37
PROP201650,"Parking, Gym",13,Old,2484,C,87,80
PROP201651,"Lift, Power Backup",24,New,1423,E,66,34
PROP201652,"Play Area, Power Backup",12,Needs Renovation,2011,F,54,90
PROP201653,"Play Area, Lift, Power Backup, CCTV, Security",30,Good,1960,D,89,46
PROP201654,"Club House, Play Area, Pool, Wifi, Garden",19,Good,2184,D,83,91
PROP201655,"Security, CCTV, Gym, Parking",19,New,770,A,47,58
PROP201656,"Wifi, Security, Gym",19,Old,3141,B,92,43
PROP201657,"Intercom, CCTV",9,Needs Renovation,2687,C,60,45
PROP201658,"CCTV, Security",10,Needs Renovation,3840,A,63,
PROP201659,"Club House, Security, Parking, Pool, Gym",,Needs Renovation,2455,B,65,67
PROP201660,"CCTV, Gym",33,Needs Renovation,2361,F,58,35
PROP201661,"Parking, CCTV, Power Backup, Intercom, Pool",3,Good,2052,A,42,37
PROP201662,"Garden, Club House, Intercom, Play Area, Power Backup",37,Needs Renovation,2407,D,63,60
PROP201663,"CCTV, Gym",37,Old,3488,A,,96
PROP201664,"Lift, CCTV, Power Backup, Pool",26,New,3934,B,42,88
PROP201665,"Wifi, Lift",2,Old,3100,B,41,87
PROP201666,"Power Backup, Pool, CCTV, Parking",20,Needs Renovation,3636,E,83,31
PROP201667,"Security, Lift, Gym, Power Backup",14,Needs Renovation,4324,C,53,61
PROP201668,"Garden, Club House, Power Backup, Gym, Intercom",14,New,,C,44,97
PROP201669,"Parking, Power Backup, Gym, CCTV, Wifi",8,Old,921,B,65,57
PROP201670,"Security, Pool, Power Backup",5,Old,4343,A,96,
PROP201671,"CCTV, Parking",37,Good,4521,F,79,35
PROP201672,"Gym, Power Backup, Club House, Garden, Wifi",33,Good,3268,C,63,43
PROP201673,"CCTV, Parking, Club House, Garden",26,Needs Renovation,2468,D,,89
PROP201674,"Garden, Play Area",29,Good,5351,E,78,70
PROP201675,"Pool, Parking, Lift, Club House",29,New,1278,F,55,
PROP201676,"Play Area, Club House, Security, Power Backup",19,Needs Renovation,,E,79,64
PROP201677,"Garden, Lift, Play Area, Security, Parking",32,Needs Renovation,,A,59,87
PROP201678,"Intercom, Parking, Gym",22,Good,1362,F,59,83
PROP201679,"Intercom, Play Area",29,Old,4852,C,41,96
PROP201680,"Garden, CCTV, Power Backup",19,Good,2449,F,45,75
PROP201681,"Gym, Parking, Club House, Wifi, Security",2,Old,19,E,58,68
PROP201682,"CCTV, Security, Lift, Gym",2,Needs Renovation,1674,E,63,
PROP201683,"Power Backup, Intercom, Wifi, Play Area",2,Good,1382,E,84,42
PROP201684,"Intercom, Gym, Pool, Play Area",33,Old,1910,F,82,80
PROP201685,"Club House, Lift",39,Needs Renovation,368,D,89,58
PROP201686,"Parking, Security, Club House, Lift, Intercom",37,Needs Renovation,1745,D,63,96
PROP201687,"CCTV, Parking, Garden, Intercom",15,Good,5283,B,99,76
PROP201688,"Play Area, Club House, Gym, Lift",19,Good,2335,E,54,89
PROP201689,"Club House, Lift, CCTV, Wifi",24,Needs Renovation,2161,F,62,63
PROP201690,"Garden, Power Backup, Parking, Lift",23,Needs Renovation,2830,E,57,82
PROP201691,"Play Area, Pool",16,Old,,D,80,54
PROP201692,"Pool, Club House, Power Backup, Wifi",27,New,3537,B,92,55
PROP201693,"Play Area, Wifi, Parking",,Good,1821,D,41,54
PROP201694,"Club House, Parking, Wifi, Play Area, Intercom",8,Old,1020,A,95,99
PROP201695,"Play Area, Club House, Lift, Security, Pool",25,New,1651,C,50,96
PROP201696,"Pool, Lift, Security, Intercom, Power Backup",8,Old,4587,F,,30
PROP201697,"CCTV, Play Area",,New,2184,D,68,64
PROP201698,"Lift, Intercom, Wifi",2,Old,3562,A,81,94
PROP201699,"Lift, Security",2,Needs Renovation,2721,B,63,80
PROP201700,"CCTV, Play Area, Garden, Power Backup",36,Good,1528,E,88,81
PROP201701,"Wifi, Gym",11,Old,4656,C,84,50
PROP201702,"Parking, Wifi, Pool, Intercom",,Needs Renovation,2874,A,71,60
PROP201703,"Power Backup, Gym, Garden, Intercom",0,Needs Renovation,2823,D,58,33
PROP201704,"Pool, Garden, Play Area",19,Old,4227,A,74,56
PROP201705,"Club House, Lift, Intercom, Gym",7,Needs Renovation,1609,C,58,45
PROP201706,"Pool, CCTV, Play Area, Wifi, Garden",18,New,390,A,47,69
PROP201707,"Gym, Security, Wifi",20,Needs Renovation,3293,D,71,62
PROP201708,"Garden, Club House, CCTV, Pool, Wifi",23,Needs Renovation,5327,A,76,94
PROP201709,"Garden, Gym",18,Good,3479,A,48,70
PROP201710,"Play Area, Club House, Pool, Parking, Wifi",13,New,4476,C,84,89
PROP201711,"Parking, Garden, Lift, Wifi, Security",10,New,677,F,84,42
PROP201712,"Lift, Wifi, Power Backup, Intercom, Play Area",30,Old,1881,E,43,58
PROP201713,"Play Area, CCTV, Security, Intercom",9,Old,4482,B,72,79
PROP201714,"Intercom, Gym, CCTV, Security, Wifi",22,Old,,A,,34
PROP201715,"Wifi, Intercom, Play Area, Security, Power Backup",16,Old,1652,A,69,44
PROP201716,"Intercom, Gym, Play Area",24,Good,1367,B,96,57
PROP201717,"Security, Garden, Wifi, Pool, Gym",28,New,2550,C,65,45
PROP201718,"Power Backup, Intercom, Lift",35,New,4004,D,74,80
PROP201719,"Gym, Lift",,Needs Renovation,,C,53,73
PROP201720,"Security, Power Backup, CCTV, Play Area, Lift",13,Needs Renovation,,B,78,51
PROP201721,"Play Area, Intercom",39,Good,1608,B,57,78
PROP201722,"CCTV, Club House, Parking, Pool, Play Area",24,Needs Renovation,2271,F,75,91
PROP201723,"Pool, Parking, Club House, Security",29,Good,1796,A,89,36
PROP201724,"Play Area, CCTV, Power Backup, Garden",33,Old,,F,89,85
PROP201725,"Garden, Wifi, Pool, Play Area, CCTV",5,Good,2524,B,68,78
PROP201726,"Wifi, Lift, Pool, Power Backup",26,Old,3963,B,56,39
PROP201727,"Power Backup, CCTV, Play Area",26,Good,5436,E,,34
PROP201728,"Intercom, Play Area",2,Good,2408,B,,69
PROP201729,"Wifi, Gym, Garden, Pool",16,New,1720,C,,34
PROP201730,"Club House, Security, Lift, Gym, Pool",27,Old,2623,E,51,89
PROP201731,"Pool, Intercom",22,Needs Renovation,2893,D,46,60
PROP201732,"Lift, Wifi",25,Needs Renovation,200,D,85,50
PROP201733,"Play Area, Parking, Power Backup, Lift",31,Old,2759,B,65,55
PROP201734,"Garden, Gym, Club House, Play Area",15,Old,1770,B,,99
PROP201735,"Club House, CCTV",13,Old,2352,C,92,30
PROP201736,"Play Area, Wifi, Lift, Power Backup, Security",9,Old,3658,E,72,72
PROP201737,"Parking, Pool, Garden",16,Good,2027,E,44,66
PROP201738,"CCTV, Club House, Parking, Intercom",5,New,3657,A,79,82
PROP201739,"Pool, Gym, Intercom, Wifi, Club House",11,Good,3450,D,84,70
PROP201740,"Lift, Parking, Pool, Garden",28,New,910,D,95,99
PROP201741,"CCTV, Lift, Wifi, Club House",,New,1664,D,57,72
PROP201742,"Power Backup, Security, Gym, Play Area",10,Needs Renovation,3798,E,76,66
PROP201743,"Play Area, Intercom",12,Old,3117,C,67,55
PROP201744,"Lift, Intercom, Garden, CCTV",30,Old,,B,67,56
PROP201745,"Intercom, CCTV, Parking, Play Area",,Good,812,E,80,79
PROP201746,"Gym, Power Backup",0,New,4033,E,,91
PROP201747,"Play Area, Security, Wifi, Pool",18,Good,1678,A,58,
PROP201748,"Gym, Security",24,Good,1886,D,57,76
PROP201749,"Wifi, Play Area, Intercom",36,Needs Renovation,4312,D,60,70
PROP201750,"Club House, Gym, Wifi, Parking, Pool",31,Needs Renovation,3603,A,42,38
PROP201751,"Play Area, Wifi, Garden",33,Old,,D,,
PROP201752,"Security, Power Backup, Intercom, Gym, Parking",21,Needs Renovation,,E,90,93
PROP201753,"Pool, Gym, Intercom",5,Old,3503,C,68,56
PROP201754,"Power Backup, Parking, Club House",10,Good,2907,F,61,79
PROP201755,"Pool, Garden",28,Good,3223,B,92,57
PROP201756,"Garden, Lift",35,New,2497,C,89,39
PROP201757,"Intercom, Gym, Play Area",5,Old,4621,F,55,52
PROP201758,"Power Backup, CCTV, Wifi, Play Area, Garden",33,New,1057,B,99,68
PROP201759,"Club House, Lift, Wifi, Security",5,Good,5014,A,96,65
PROP201760,"Pool, Security, Wifi",38,New,2701,D,60,63
PROP201761,"Pool, Security, Intercom, CCTV, Wifi",,New,2562,E,77,35
PROP201762,"Parking, Garden, Power Backup, Intercom",14,Old,4422,B,96,70
PROP201763,"Club House, Intercom, Security, Lift",22,Good,1242,E,81,35
PROP201764,"Wifi, CCTV, Intercom, Pool",35,Needs Renovation,1927,B,50,45
PROP201765,"Security, Club House, Parking, Lift, Intercom",25,Good,4277,F,93,67
PROP201766,"Intercom, Play Area, Wifi, Lift",10,Good,2394,E,45,90
PROP201767,"Gym, Security",16,Old,2588,A,74,63
PROP201768,"Gym, Club House, Garden, Lift",12,Good,2972,A,46,51
PROP201769,"Club House, Parking, Play Area",34,Old,4227,D,58,92
PROP201770,"Wifi, Lift, Garden, CCTV, Pool",24,Old,1317,E,66,43
PROP201771,"Club House, Pool",4,New,1082,E,74,39
PROP201772,"Garden, Power Backup, Pool, Club House, Parking",31,Needs Renovation,1932,B,41,31
PROP201773,"Lift, Gym, Wifi, Power Backup",18,Needs Renovation,1888,A,52,58
PROP201774,"Intercom, Power Backup, Play Area",2,New,2599,A,72,81
PROP201775,"Pool, Club House, Gym, CCTV",15,New,3801,D,68,96
PROP201776,"Intercom, Play Area, CCTV",30,Good,2351,B,79,46
PROP201777,"Play Area, CCTV, Pool",9,New,1364,B,73,41
PROP201778,"Garden, Gym",31,New,4011,D,49,77
PROP201779,"Gym, Play Area, Garden, Security, Power Backup",15,Old,2412,F,98,84
PROP201780,"Play Area, Security, Garden, CCTV, Club House",33,Needs Renovation,2583,F,,45
PROP201781,"CCTV, Pool",35,Good,2638,D,64,90
PROP201782,"Gym, Wifi, Lift",23,Needs Renovation,1927,F,51,75
PROP201783,"Play Area, Club House",22,Old,,F,88,70
PROP201784,"Play Area, Lift",16,Old,3433,D,81,39
PROP201785,"Security, Parking",33,Good,2435,D,62,32
PROP201786,"Gym, Parking, CCTV, Club House",18,New,3874,F,98,38
PROP201787,"Intercom, Parking, Pool, CCTV, Wifi",29,Needs Renovation,2224,A,81,45
PROP201788,"Club House, CCTV, Gym, Wifi, Intercom",36,Good,2991,B,,83
PROP201789,"Lift, Parking, Wifi",28,Good,2795,F,92,52
PROP201790,"Lift, CCTV, Pool, Power Backup",12,Needs Renovation,2726,B,55,
PROP201791,"Pool, Parking, Play Area, Security",27,Old,3259,C,70,99
PROP201792,"CCTV, Lift, Pool, Club House, Security",11,Needs Renovation,557,F,70,61
PROP201793,"Security, Pool, Gym, Garden, CCTV",1,Good,1841,A,86,44
PROP201794,"CCTV, Power Backup, Wifi, Parking, Security",9,New,3929,F,65,47
PROP201795,"Play Area, Parking",23,Old,,C,99,74
PROP201796,"Wifi, Pool, Security",28,New,2720,E,97,57
PROP201797,"Intercom, Parking",2,Needs Renovation,,D,80,61
PROP201798,"CCTV, Gym",,New,,B,52,30
PROP201799,"Lift, Play Area, Intercom, Security",28,New,1059,C,52,79
PROP201800,"Play Area, Security, Intercom, Parking, Garden",27,Needs Renovation,2482,B,99,45
PROP201801,"Parking, CCTV",24,Needs Renovation,1504,A,74,37
PROP201802,"Intercom, Gym, CCTV, Club House",12,New,2683,B,44,76
PROP201803,"Pool, Garden, Intercom",9,New,,D,59,54
PROP201804,"CCTV, Club House",32,Good,754,F,44,62
PROP201805,"Lift, CCTV, Security",,Needs Renovation,2860,D,85,43
PROP201806,"Garden, Pool, Play Area, CCTV, Parking",29,New,,B,54,47
PROP201807,"Pool, Play Area, Power Backup",23,Needs Renovation,3013,B,74,44
PROP201808,"CCTV, Play Area, Power Backup, Club House, Parking",13,Good,2667,E,68,76
PROP201809,"Intercom, Power Backup, Security",9,Old,1675,C,94,57
PROP201810,"Wifi, Security",13,Good,2392,A,55,50
PROP201811,"Parking, Garden, CCTV, Pool, Wifi",4,Old,3012,F,,38
PROP201812,"Garden, Intercom, Lift, Gym, Pool",15,Old,3226,E,75,59
PROP201813,"Power Backup, Wifi, Play Area, Lift",12,Good,2502,A,,76
PROP201814,"CCTV, Pool",22,New,1243,C,65,91
PROP201815,"Wifi, CCTV, Power Backup, Intercom",25,Old,1875,D,48,82
PROP201816,"Club House, Security, Intercom, Parking",32,New,1947,C,98,55
PROP201817,"Wifi, Intercom, CCTV, Parking",25,New,3163,D,87,97
PROP201818,"Parking, Gym, Club House, Intercom",32,Good,834,D,53,39
PROP201819,"Lift, Gym, Play Area, Intercom",38,New,2814,E,63,47
PROP201820,"Parking, Intercom",23,Good,72,F,67,99
PROP201821,"Power Backup, Security, Gym, CCTV, Garden",12,New,4638,F,97,62
PROP201822,"Power Backup, CCTV, Lift, Club House, Wifi",22,Good,1465,D,46,88
PROP201823,"Pool, Club House",30,Good,2924,F,77,41
PROP201824,"Club House, Wifi, Intercom, Gym, Lift",12,Needs Renovation,2395,A,88,84
PROP201825,"Lift, CCTV, Pool, Parking, Garden",9,Needs Renovation,2548,D,45,85
PROP201826,"Power Backup, Lift, Intercom, Parking, Wifi",15,Good,4231,A,68,97
PROP201827,"Pool, Power Backup, Security, Garden",12,Old,2267,C,70,
PROP201828,"Play Area, Club House, Wifi, Power Backup, Pool",29,Good,,C,76,95
PROP201829,"Wifi, Gym",,New,3700,E,,72
PROP201830,"Club House, Wifi",7,Good,423,B,91,75
PROP201831,"Security, Pool",38,New,,B,54,85
PROP201832,"Lift, Gym, Wifi",9,Old,3348,D,,51
PROP201833,"Lift, Parking, Security, Power Backup",11,Good,3953,F,79,96
PROP201834,"Club House, Lift, Intercom",11,New,1755,B,78,30
PROP201835,"Security, Lift",23,Old,3528,D,51,49
PROP201836,"Parking, Power Backup, Security, Lift",32,Old,1531,E,73,48
PROP201837,"Intercom, Club House, Pool, CCTV, Security",24,Old,299,F,83,90
PROP201838,"Power Backup, Wifi, Parking",,Needs Renovation,1765,C,65,35
PROP201839,"Power Backup, Gym, Wifi, Lift",4,Needs Renovation,2287,D,93,97
PROP201840,"Intercom, CCTV",21,Good,3029,F,97,37
PROP201841,"Intercom, Power Backup, Play Area",11,Good,1829,F,86,78
PROP201842,"Power Backup, Parking",35,New,,D,71,97
PROP201843,"Club House, Pool, Lift, Play Area",17,Good,751,F,,47
PROP201844,"Gym, Wifi, Play Area",12,New,1639,B,45,67
PROP201845,"CCTV, Gym, Garden",29,New,1787,F,62,98
PROP201846,"Club House, Garden, Play Area, CCTV, Intercom",35,Old,3827,D,76,89
PROP201847,"Club House, Power Backup, Gym, Parking, CCTV",23,New,2861,D,89,42
PROP201848,"Play Area, Garden, Intercom",39,Good,947,A,,86
PROP201849,"Intercom, Lift, Play Area, Pool",4,Good,2818,F,88,76
PROP201850,"Power Backup, Lift, Wifi",35,Needs Renovation,,A,86,72
PROP201851,"CCTV, Play Area",14,Good,1812,B,80,56
PROP201852,"Club House, Intercom, Gym, Play Area, Garden",2,Old,717,C,93,93
PROP201853,"Club House, Security, Gym, Play Area, Garden",32,Old,3792,E,46,43
PROP201854,"CCTV, Play Area, Lift, Gym",21,Old,2342,B,50,90
PROP201855,"Parking, Security, Play Area, Pool",39,Good,4081,D,88,78
PROP201856,"Gym, Intercom, Lift, CCTV, Club House",36,Old,1644,E,68,74
PROP201857,"Garden, Parking, Security, Play Area, Intercom",27,Old,145,B,54,30
PROP201858,"Pool, Play Area, Security, Wifi",19,Good,1733,D,93,42
PROP201859,"CCTV, Play Area",5,Good,2002,B,99,81
PROP201860,"Intercom, Parking",6,Good,3045,C,50,79
PROP201861,"Power Backup, CCTV",,Good,730,D,60,97
PROP201862,"CCTV, Parking, Club House, Intercom",36,Needs Renovation,3852,F,46,55
PROP201863,"Gym, CCTV, Intercom",36,New,2128,C,43,45
PROP201864,"CCTV, Pool, Gym, Lift, Intercom",12,Needs Renovation,3941,B,92,80
PROP201865,"Pool, Power Backup",35,New,977,F,79,51
PROP201866,"Gym, Play Area, Pool",5,Needs Renovation,2035,D,47,98
PROP201867,"Pool, Club House, Garden",1,New,4474,A,84,97
PROP201868,"Lift, Parking",39,New,2062,B,76,99
PROP201869,"Intercom, Wifi",22,Old,2596,C,50,62
PROP201870,"Club House, Pool, Security, Power Backup",18,Old,1001,F,52,58
PROP201871,"Security, Lift, Pool, Play Area",1,New,3089,B,54,47
PROP201872,"Garden, Pool, Club House",8,Old,2695,D,71,40
PROP201873,"CCTV, Pool, Intercom, Gym, Garden",7,Good,235,E,74,
PROP201874,"Power Backup, Play Area, Security",25,Needs Renovation,1596,A,81,61
PROP201875,"Club House, Power Backup, Parking, Wifi",35,Old,3799,E,72,52
PROP201876,"Gym, Parking, Play Area, Lift",36,Old,4072,F,60,51
PROP201877,"Security, Power Backup, Garden",27,Old,3596,D,,61
PROP201878,"Garden, Lift",29,Good,3361,B,82,93
PROP201879,"Play Area, Wifi",23,New,1558,A,53,91
PROP201880,"Lift, Intercom, Gym, Garden",38,Needs Renovation,2372,A,79,42
PROP201881,"Wifi, Parking, Garden, Pool, Lift",5,Needs Renovation,3167,E,78,52
PROP201882,"Parking, Club House, Gym",5,Old,3925,B,63,55
PROP201883,"CCTV, Gym, Parking, Play Area, Lift",32,Needs Renovation,2120,D,94,37
PROP201884,"Garden, Parking, Intercom",22,Good,2634,B,,48
PROP201885,"Play Area, Garden, Parking, CCTV, Club House",26,New,2545,F,,
PROP201886,"Parking, Club House, Pool, Garden",4,Needs Renovation,2992,D,75,53
PROP201887,"Power Backup, Intercom, Security, Parking, Play Area",18,Good,4763,F,64,52
PROP201888,"Security, Club House",0,Needs Renovation,2547,C,78,49
PROP201889,"Parking, Lift, Pool, Intercom, Garden",17,New,,E,46,37
PROP201890,"Intercom, Wifi",32,Needs Renovation,1878,E,67,41
PROP201891,"Gym, Wifi",32,Old,2680,A,57,99
PROP201892,"Lift, Wifi, Play Area",21,Old,3339,D,71,48
PROP201893,"CCTV, Wifi",26,New,3509,C,69,30
PROP201894,"CCTV, Wifi",5,Old,,D,70,43
PROP201895,"Play Area, Power Backup, Pool, Garden",15,Needs Renovation,2022,C,68,34
PROP201896,"Gym, Power Backup, Security",6,Needs Renovation,1856,E,90,99
PROP201897,"Club House, Power Backup",32,Old,3735,A,98,90
PROP201898,"Pool, Play Area, Wifi",,Good,2712,F,79,69
PROP201899,"Club House, Wifi, Garden",0,Good,1936,D,59,65
PROP201900,"Parking, Security, Gym, Garden",4,Old,4177,D,75,84
PROP201901,"Play Area, Garden, Wifi, Parking",17,Needs Renovation,1786,B,85,
PROP201902,"Intercom, Parking, Play Area, CCTV, Wifi",25,Old,947,D,40,81
PROP201903,"Intercom, Garden, Wifi",,Old,2376,A,80,51
PROP201904,"CCTV, Parking, Power Backup, Play Area",35,Old,4331,D,64,50
